Date,Day,Branch,Open,Close,Reason,ReturnChutesOpen
2025-01-28,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-28,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-29,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-30,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-01-31,Friday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Dickson,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Gungahlin,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Woden,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Civic,,,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Erindale,,,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Belconnen,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Kingston,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Kippax,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-01,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Dickson,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Gungahlin,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Woden,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Civic,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Erindale,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Kingston,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Kippax,,,Summer Hours 2024-5,TRUE
2025-02-02,Sunday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Kingston,,,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Kippax,,,Summer Hours 2024-5,TRUE
2025-02-03,Monday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-04,Tuesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-05,Wednesday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-06,Thursday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Dickson,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Gungahlin,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Woden,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Civic,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Erindale,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Belconnen,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Kingston,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Kippax,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-07,Friday,Tuggeranong,10:00,17:30,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Dickson,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Gungahlin,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Woden,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Civic,,,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Erindale,,,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Belconnen,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Kingston,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Kippax,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-08,Saturday,Tuggeranong,10:00,16:00,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Dickson,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Gungahlin,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Woden,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Civic,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Erindale,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Belconnen,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Kingston,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Kippax,,,Summer Hours 2024-5,TRUE
2025-02-09,Sunday,Tuggeranong,,,Summer Hours 2024-5,TRUE
2025-03-10,Monday,Dickson,,,Canberra Day,TRUE
2025-03-10,Monday,Gungahlin,,,Canberra Day,TRUE
2025-03-10,Monday,Woden,,,Canberra Day,TRUE
2025-03-10,Monday,Civic,,,Canberra Day,TRUE
2025-03-10,Monday,Erindale,,,Canberra Day,TRUE
2025-03-10,Monday,Belconnen,,,Canberra Day,TRUE
2025-03-10,Monday,Kingston,,,Canberra Day,TRUE
2025-03-10,Monday,Kippax,,,Canberra Day,TRUE
2025-03-10,Monday,Tuggeranong,,,Canberra Day,TRUE
2025-04-18,Friday,Dickson,,,Good Friday,FALSE
2025-04-18,Friday,Gungahlin,,,Good Friday,FALSE
2025-04-18,Friday,Woden,,,Good Friday,FALSE
2025-04-18,Friday,Civic,,,Good Friday,FALSE
2025-04-18,Friday,Erindale,,,Good Friday,FALSE
2025-04-18,Friday,Belconnen,,,Good Friday,FALSE
2025-04-18,Friday,Kingston,,,Good Friday,FALSE
2025-04-18,Friday,Kippax,,,Good Friday,FALSE
2025-04-18,Friday,Tuggeranong,,,Good Friday,FALSE
2025-04-19,Saturday,Dickson,,,Easter Saturday,FALSE
2025-04-19,Saturday,Gungahlin,,,Easter Saturday,FALSE
2025-04-19,Saturday,Woden,,,Easter Saturday,FALSE
2025-04-19,Saturday,Civic,,,Easter Saturday,FALSE
2025-04-19,Saturday,Erindale,,,Easter Saturday,FALSE
2025-04-19,Saturday,Belconnen,,,Easter Saturday,FALSE
2025-04-19,Saturday,Kingston,,,Easter Saturday,FALSE
2025-04-19,Saturday,Kippax,,,Easter Saturday,FALSE
2025-04-19,Saturday,Tuggeranong,,,Easter Saturday,FALSE
2025-04-20,Sunday,Dickson,,,Easter Sunday,FALSE
2025-04-20,Sunday,Gungahlin,,,Easter Sunday,FALSE
2025-04-20,Sunday,Woden,,,Easter Sunday,FALSE
2025-04-20,Sunday,Civic,,,Easter Sunday,FALSE
2025-04-20,Sunday,Erindale,,,Easter Sunday,FALSE
2025-04-20,Sunday,Belconnen,,,Easter Sunday,FALSE
2025-04-20,Sunday,Kingston,,,Easter Sunday,FALSE
2025-04-20,Sunday,Kippax,,,Easter Sunday,FALSE
2025-04-20,Sunday,Tuggeranong,,,Easter Sunday,FALSE
2025-04-21,Monday,Dickson,,,Easter Monday,FALSE
2025-04-21,Monday,Gungahlin,,,Easter Monday,FALSE
2025-04-21,Monday,Woden,,,Easter Monday,FALSE
2025-04-21,Monday,Civic,,,Easter Monday,FALSE
2025-04-21,Monday,Erindale,,,Easter Monday,FALSE
2025-04-21,Monday,Belconnen,,,Easter Monday,FALSE
2025-04-21,Monday,Kingston,,,Easter Monday,FALSE
2025-04-21,Monday,Kippax,,,Easter Monday,FALSE
2025-04-21,Monday,Tuggeranong,,,Easter Monday,FALSE
2025-04-25,Friday,Dickson,,,ANZAC Day,TRUE
2025-04-25,Friday,Gungahlin,,,ANZAC Day,TRUE
2025-04-25,Friday,Woden,,,ANZAC Day,TRUE
2025-04-25,Friday,Civic,,,ANZAC Day,TRUE
2025-04-25,Friday,Erindale,,,ANZAC Day,TRUE
2025-04-25,Friday,Belconnen,,,ANZAC Day,TRUE
2025-04-25,Friday,Kingston,,,ANZAC Day,TRUE
2025-04-25,Friday,Kippax,,,ANZAC Day,TRUE
